RUN	portfolio.GetPortfoliosSimulation	getportfoliossimulation	1552208770352	 	3.0.3
REQUEST	16273		Get all portfolios	1552208783462	1552208784571	OK	 
REQUEST	16297		Get all portfolios	1552208783466	1552208784571	OK	 
USER	Get portfolios	18494	START	1552208784571	1552208784571
REQUEST	16313		Get all portfolios	1552208783467	1552208784571	OK	 
REQUEST	16073		Get all portfolios	1552208783383	1552208784571	OK	 
REQUEST	16321		Get all portfolios	1552208783467	1552208784571	OK	 
USER	Get portfolios	18495	START	1552208784571	1552208784571
REQUEST	16225		Get all portfolios	1552208783446	1552208784571	OK	 
REQUEST	16337		Get all portfolios	1552208783473	1552208784571	OK	 
REQUEST	16329		Get all portfolios	1552208783472	1552208784571	OK	 
REQUEST	16002		Get all portfolios	1552208783358	1552208784571	OK	 
USER	Get portfolios	18496	START	1552208784571	1552208784571
REQUEST	16305		Get all portfolios	1552208783466	1552208784571	OK	 
REQUEST	16026		Get all portfolios	1552208783367	1552208784571	OK	 
REQUEST	16281		Get all portfolios	1552208783463	1552208784571	OK	 
REQUEST	16193		Get all portfolios	1552208783437	1552208784571	OK	 
REQUEST	16034		Get all portfolios	1552208783371	1552208784571	OK	 
REQUEST	16345		Get all portfolios	1552208783480	1552208784571	OK	 
REQUEST	16018		Get all portfolios	1552208783367	1552208784571	OK	 
REQUEST	16249		Get all portfolios	1552208783449	1552208784571	OK	 
REQUEST	16010		Get all portfolios	1552208783359	1552208784571	OK	 
USER	Get portfolios	18497	START	1552208784571	1552208784571
REQUEST	16369		Get all portfolios	1552208783482	1552208784571	OK	 
REQUEST	15970		Get all portfolios	1552208783348	1552208784572	OK	 
REQUEST	16105		Get all portfolios	1552208783399	1552208784572	OK	 
REQUEST	16050		Get all portfolios	1552208783375	1552208784572	OK	 
REQUEST	15946		Get all portfolios	1552208783343	1552208784572	OK	 
REQUEST	16121		Get all portfolios	1552208783404	1552208784572	OK	 
REQUEST	16114		Get all portfolios	1552208783399	1552208784572	OK	 
REQUEST	16074		Get all portfolios	1552208783397	1552208784572	OK	 
REQUEST	16106		Get all portfolios	1552208783399	1552208784572	OK	 
USER	Get portfolios	18498	START	1552208784572	1552208784572
REQUEST	16098		Get all portfolios	1552208783398	1552208784572	OK	 
REQUEST	16122		Get all portfolios	1552208783408	1552208784572	OK	 
REQUEST	16162		Get all portfolios	1552208783417	1552208784572	OK	 
REQUEST	16130		Get all portfolios	1552208783408	1552208784572	OK	 
USER	Get portfolios	18499	START	1552208784572	1552208784572
USER	Get portfolios	18500	START	1552208784572	1552208784572
USER	Get portfolios	18501	START	1552208784572	1552208784572
USER	Get portfolios	18502	START	1552208784572	1552208784572
USER	Get portfolios	18503	START	1552208784572	1552208784572
USER	Get portfolios	18504	START	1552208784572	1552208784572
USER	Get portfolios	18505	START	1552208784572	1552208784572
USER	Get portfolios	18506	START	1552208784572	1552208784572
USER	Get portfolios	18507	START	1552208784572	1552208784572
USER	Get portfolios	18508	START	1552208784572	1552208784572
USER	Get portfolios	18509	START	1552208784573	1552208784573
USER	Get portfolios	18510	START	1552208784573	1552208784573
USER	Get portfolios	18511	START	1552208784573	1552208784573
USER	Get portfolios	18512	START	1552208784573	1552208784573
USER	Get portfolios	18513	START	1552208784573	1552208784573
USER	Get portfolios	18514	START	1552208784573	1552208784573
USER	Get portfolios	18515	START	1552208784573	1552208784573
USER	Get portfolios	18516	START	1552208784573	1552208784573
USER	Get portfolios	18517	START	1552208784573	1552208784573
USER	Get portfolios	18518	START	1552208784573	1552208784573
USER	Get portfolios	18519	START	1552208784573	1552208784573
USER	Get portfolios	18520	START	1552208784573	1552208784573
USER	Get portfolios	18521	START	1552208784573	1552208784573
USER	Get portfolios	18522	START	1552208784573	1552208784573
USER	Get portfolios	18523	START	1552208784574	1552208784574
USER	Get portfolios	18524	START	1552208784574	1552208784574
USER	Get portfolios	18525	START	1552208784574	1552208784574
USER	Get portfolios	18526	START	1552208784574	1552208784574
USER	Get portfolios	18527	START	1552208784574	1552208784574
USER	Get portfolios	18528	START	1552208784574	1552208784574
USER	Get portfolios	18529	START	1552208784574	1552208784574
USER	Get portfolios	18530	START	1552208784574	1552208784574
REQUEST	16036		Get all portfolios	1552208783372	1552208784574	OK	 
USER	Get portfolios	18531	START	1552208784574	1552208784574
USER	Get portfolios	18532	START	1552208784574	1552208784574
USER	Get portfolios	18533	START	1552208784574	1552208784574
USER	Get portfolios	18534	START	1552208784574	1552208784574
REQUEST	16052		Get all portfolios	1552208783375	1552208784575	OK	 
USER	Get portfolios	18535	START	1552208784574	1552208784574
USER	Get portfolios	18536	START	1552208784575	1552208784575
USER	Get portfolios	18537	START	1552208784575	1552208784575
USER	Get portfolios	18538	START	1552208784575	1552208784575
USER	Get portfolios	18539	START	1552208784575	1552208784575
USER	Get portfolios	18540	START	1552208784576	1552208784576
USER	Get portfolios	18541	START	1552208784576	1552208784576
USER	Get portfolios	18542	START	1552208784576	1552208784576
USER	Get portfolios	18543	START	1552208784576	1552208784576
USER	Get portfolios	18544	START	1552208784576	1552208784576
USER	Get portfolios	18545	START	1552208784576	1552208784576
USER	Get portfolios	18546	START	1552208784577	1552208784577
USER	Get portfolios	18547	START	1552208784577	1552208784577
USER	Get portfolios	18548	START	1552208784577	1552208784577
REQUEST	15988		Get all portfolios	1552208783353	1552208784576	OK	 
REQUEST	16154		Get all portfolios	1552208783414	1552208784577	OK	 
USER	Get portfolios	18549	START	1552208784577	1552208784577
USER	Get portfolios	18550	START	1552208784578	1552208784578
USER	Get portfolios	18551	START	1552208784578	1552208784578
USER	Get portfolios	18552	START	1552208784578	1552208784578
USER	Get portfolios	18553	START	1552208784578	1552208784578
USER	Get portfolios	18554	START	1552208784578	1552208784578
USER	Get portfolios	18555	START	1552208784578	1552208784578
USER	Get portfolios	18556	START	1552208784578	1552208784578
USER	Get portfolios	18557	START	1552208784578	1552208784578
USER	Get portfolios	18558	START	1552208784578	1552208784578
USER	Get portfolios	18559	START	1552208784578	1552208784578
USER	Get portfolios	18560	START	1552208784578	1552208784578
USER	Get portfolios	18561	START	1552208784578	1552208784578
USER	Get portfolios	18562	START	1552208784578	1552208784578
USER	Get portfolios	18563	START	1552208784579	1552208784579
USER	Get portfolios	18564	START	1552208784579	1552208784579
USER	Get portfolios	18565	START	1552208784579	1552208784579
USER	Get portfolios	18566	START	1552208784579	1552208784579
USER	Get portfolios	18567	START	1552208784579	1552208784579
USER	Get portfolios	18568	START	1552208784580	1552208784580
REQUEST	16044		Get all portfolios	1552208783374	1552208784579	OK	 
REQUEST	16186		Get all portfolios	1552208783435	1552208784580	OK	 
REQUEST	15718		Get all portfolios	1552208783263	1552208784580	OK	 
REQUEST	15720		Get all portfolios	1552208783263	1552208784580	OK	 
REQUEST	16011		Get all portfolios	1552208783359	1552208784580	OK	 
REQUEST	16013		Get all portfolios	1552208783359	1552208784581	OK	 
REQUEST	15989		Get all portfolios	1552208783357	1552208784581	OK	 
REQUEST	16068		Get all portfolios	1552208783383	1552208784581	OK	 
REQUEST	15719		Get all portfolios	1552208783263	1552208784581	OK	 
REQUEST	16218		Get all portfolios	1552208783441	1552208784581	OK	 
REQUEST	15711		Get all portfolios	1552208783261	1552208784582	OK	 
REQUEST	16060		Get all portfolios	1552208783378	1552208784583	OK	 
REQUEST	16234		Get all portfolios	1552208783446	1552208784583	OK	 
REQUEST	16005		Get all portfolios	1552208783358	1552208784584	OK	 
REQUEST	16226		Get all portfolios	1552208783446	1552208784584	OK	 
REQUEST	15980		Get all portfolios	1552208783350	1552208784584	OK	 
REQUEST	16250		Get all portfolios	1552208783449	1552208784585	OK	 
REQUEST	16076		Get all portfolios	1552208783397	1552208784585	OK	 
REQUEST	15924		Get all portfolios	1552208783335	1552208784585	OK	 
REQUEST	15892		Get all portfolios	1552208783329	1552208784585	OK	 
REQUEST	16116		Get all portfolios	1552208783403	1552208784585	OK	 
REQUEST	15932		Get all portfolios	1552208783340	1552208784585	OK	 
REQUEST	16132		Get all portfolios	1552208783409	1552208784586	OK	 
REQUEST	16156		Get all portfolios	1552208783414	1552208784586	OK	 
REQUEST	16148		Get all portfolios	1552208783412	1552208784586	OK	 
REQUEST	15900		Get all portfolios	1552208783331	1552208784586	OK	 
REQUEST	16180		Get all portfolios	1552208783430	1552208784586	OK	 
REQUEST	13516		Get all portfolios	1552208782305	1552208784586	OK	 
REQUEST	16204		Get all portfolios	1552208783438	1552208784586	OK	 
REQUEST	16266		Get all portfolios	1552208783451	1552208784586	OK	 
REQUEST	16016		Get all portfolios	1552208783366	1552208784586	OK	 
REQUEST	16298		Get all portfolios	1552208783466	1552208784586	OK	 
REQUEST	16000		Get all portfolios	1552208783358	1552208784586	OK	 
REQUEST	16306		Get all portfolios	1552208783466	1552208784586	OK	 
REQUEST	16282		Get all portfolios	1552208783463	1552208784586	OK	 
REQUEST	16032		Get all portfolios	1552208783371	1552208784586	OK	 
REQUEST	16024		Get all portfolios	1552208783367	1552208784586	OK	 
REQUEST	16290		Get all portfolios	1552208783463	1552208784586	OK	 
REQUEST	16056		Get all portfolios	1552208783378	1552208784586	OK	 
REQUEST	16322		Get all portfolios	1552208783467	1552208784586	OK	 
REQUEST	15896		Get all portfolios	1552208783331	1552208784586	OK	 
REQUEST	15890		Get all portfolios	1552208783329	1552208784586	OK	 
REQUEST	16064		Get all portfolios	1552208783381	1552208784586	OK	 
REQUEST	16314		Get all portfolios	1552208783467	1552208784586	OK	 
REQUEST	16104		Get all portfolios	1552208783399	1552208784586	OK	 
REQUEST	16330		Get all portfolios	1552208783472	1552208784586	OK	 
REQUEST	16112		Get all portfolios	1552208783399	1552208784586	OK	 
REQUEST	16346		Get all portfolios	1552208783480	1552208784586	OK	 
REQUEST	16386		Get all portfolios	1552208783483	1552208784586	OK	 
REQUEST	15952		Get all portfolios	1552208783344	1552208784586	OK	 
REQUEST	16258		Get all portfolios	1552208783451	1552208784586	OK	 
REQUEST	15944		Get all portfolios	1552208783343	1552208784586	OK	 
REQUEST	16242		Get all portfolios	1552208783447	1552208784586	OK	 
REQUEST	16120		Get all portfolios	1552208783404	1552208784586	OK	 
REQUEST	16168		Get all portfolios	1552208783418	1552208784586	OK	 
REQUEST	15920		Get all portfolios	1552208783334	1552208784586	OK	 
REQUEST	15904		Get all portfolios	1552208783332	1552208784586	OK	 
REQUEST	16212		Get all portfolios	1552208783439	1552208784586	OK	 
REQUEST	16128		Get all portfolios	1552208783408	1552208784586	OK	 
REQUEST	16188		Get all portfolios	1552208783436	1552208784586	OK	 
REQUEST	16136		Get all portfolios	1552208783411	1552208784587	OK	 
REQUEST	15796		Get all portfolios	1552208783298	1552208784587	OK	 
REQUEST	16176		Get all portfolios	1552208783428	1552208784587	OK	 
REQUEST	16236		Get all portfolios	1552208783446	1552208784587	OK	 
REQUEST	16244		Get all portfolios	1552208783449	1552208784587	OK	 
REQUEST	15872		Get all portfolios	1552208783322	1552208784587	OK	 
REQUEST	16276		Get all portfolios	1552208783462	1552208784587	OK	 
REQUEST	13504		Get all portfolios	1552208782303	1552208784587	OK	 
REQUEST	16308		Get all portfolios	1552208783466	1552208784587	OK	 
REQUEST	16200		Get all portfolios	1552208783437	1552208784587	OK	 
REQUEST	16332		Get all portfolios	1552208783472	1552208784587	OK	 
REQUEST	15864		Get all portfolios	1552208783319	1552208784587	OK	 
REQUEST	16300		Get all portfolios	1552208783466	1552208784587	OK	 
REQUEST	16220		Get all portfolios	1552208783445	1552208784587	OK	 
REQUEST	15848		Get all portfolios	1552208783311	1552208784587	OK	 
REQUEST	16252		Get all portfolios	1552208783450	1552208784587	OK	 
REQUEST	16232		Get all portfolios	1552208783446	1552208784587	OK	 
REQUEST	16288		Get all portfolios	1552208783463	1552208784587	OK	 
REQUEST	16328		Get all portfolios	1552208783468	1552208784587	OK	 
REQUEST	16256		Get all portfolios	1552208783450	1552208784587	OK	 
REQUEST	16224		Get all portfolios	1552208783445	1552208784587	OK	 
REQUEST	16320		Get all portfolios	1552208783467	1552208784587	OK	 
REQUEST	16336		Get all portfolios	1552208783472	1552208784587	OK	 
REQUEST	16272		Get all portfolios	1552208783462	1552208784587	OK	 
REQUEST	16304		Get all portfolios	1552208783466	1552208784587	OK	 
REQUEST	16240		Get all portfolios	1552208783446	1552208784587	OK	 
REQUEST	16344		Get all portfolios	1552208783480	1552208784587	OK	 
REQUEST	16368		Get all portfolios	1552208783482	1552208784587	OK	 
REQUEST	16376		Get all portfolios	1552208783483	1552208784587	OK	 
REQUEST	16352		Get all portfolios	1552208783480	1552208784587	OK	 
REQUEST	16152		Get all portfolios	1552208783414	1552208784587	OK	 
REQUEST	16284		Get all portfolios	1552208783463	1552208784587	OK	 
REQUEST	16384		Get all portfolios	1552208783483	1552208784587	OK	 
REQUEST	16184		Get all portfolios	1552208783431	1552208784587	OK	 
REQUEST	15974		Get all portfolios	1552208783349	1552208784588	OK	 
REQUEST	15966		Get all portfolios	1552208783348	1552208784588	OK	 
REQUEST	16124		Get all portfolios	1552208783408	1552208784588	OK	 
REQUEST	15926		Get all portfolios	1552208783335	1552208784588	OK	 
REQUEST	16172		Get all portfolios	1552208783420	1552208784588	OK	 
REQUEST	15942		Get all portfolios	1552208783343	1552208784588	OK	 
REQUEST	16196		Get all portfolios	1552208783437	1552208784588	OK	 
REQUEST	16070		Get all portfolios	1552208783383	1552208784588	OK	 
REQUEST	16046		Get all portfolios	1552208783375	1552208784588	OK	 
REQUEST	15934		Get all portfolios	1552208783340	1552208784588	OK	 
REQUEST	16086		Get all portfolios	1552208783398	1552208784588	OK	 
REQUEST	16118		Get all portfolios	1552208783403	1552208784588	OK	 
REQUEST	16078		Get all portfolios	1552208783397	1552208784589	OK	 
REQUEST	16110		Get all portfolios	1552208783399	1552208784589	OK	 
REQUEST	16150		Get all portfolios	1552208783412	1552208784589	OK	 
REQUEST	16134		Get all portfolios	1552208783409	1552208784589	OK	 
REQUEST	16166		Get all portfolios	1552208783417	1552208784589	OK	 
REQUEST	13502		Get all portfolios	1552208782303	1552208784589	OK	 
REQUEST	16182		Get all portfolios	1552208783430	1552208784589	OK	 
REQUEST	16198		Get all portfolios	1552208783437	1552208784589	OK	 
REQUEST	16214		Get all portfolios	1552208783441	1552208784589	OK	 
REQUEST	16238		Get all portfolios	1552208783446	1552208784589	OK	 
REQUEST	16230		Get all portfolios	1552208783446	1552208784589	OK	 
REQUEST	16138		Get all portfolios	1552208783411	1552208784589	OK	 
REQUEST	16262		Get all portfolios	1552208783451	1552208784589	OK	 
REQUEST	16178		Get all portfolios	1552208783429	1552208784589	OK	 
REQUEST	16014		Get all portfolios	1552208783359	1552208784589	OK	 
REQUEST	16194		Get all portfolios	1552208783437	1552208784589	OK	 
REQUEST	15846		Get all portfolios	1552208783310	1552208784589	OK	 
REQUEST	16202		Get all portfolios	1552208783437	1552208784589	OK	 
REQUEST	13510		Get all portfolios	1552208782304	1552208784589	OK	 
REQUEST	16210		Get all portfolios	1552208783439	1552208784589	OK	 
REQUEST	16286		Get all portfolios	1552208783463	1552208784589	OK	 
REQUEST	16270		Get all portfolios	1552208783462	1552208784589	OK	 
REQUEST	15878		Get all portfolios	1552208783326	1552208784589	OK	 
REQUEST	15854		Get all portfolios	1552208783311	1552208784589	OK	 
REQUEST	16302		Get all portfolios	1552208783466	1552208784589	OK	 
REQUEST	16294		Get all portfolios	1552208783466	1552208784589	OK	 
REQUEST	16326		Get all portfolios	1552208783467	1552208784589	OK	 
REQUEST	16310		Get all portfolios	1552208783467	1552208784589	OK	 
REQUEST	15902		Get all portfolios	1552208783331	1552208784589	OK	 
REQUEST	16254		Get all portfolios	1552208783450	1552208784590	OK	 
REQUEST	16366		Get all portfolios	1552208783482	1552208784590	OK	 
REQUEST	16390		Get all portfolios	1552208783484	1552208784590	OK	 
REQUEST	16358		Get all portfolios	1552208783481	1552208784590	OK	 
REQUEST	16374		Get all portfolios	1552208783483	1552208784590	OK	 
REQUEST	16126		Get all portfolios	1552208783408	1552208784590	OK	 
REQUEST	16102		Get all portfolios	1552208783399	1552208784590	OK	 
REQUEST	16206		Get all portfolios	1552208783438	1552208784590	OK	 
REQUEST	16158		Get all portfolios	1552208783416	1552208784590	OK	 
REQUEST	16190		Get all portfolios	1552208783436	1552208784590	OK	 
REQUEST	16003		Get all portfolios	1552208783358	1552208784590	OK	 
REQUEST	15731		Get all portfolios	1552208783265	1552208784591	OK	 
REQUEST	16019		Get all portfolios	1552208783367	1552208784591	OK	 
REQUEST	16035		Get all portfolios	1552208783371	1552208784591	OK	 
REQUEST	16027		Get all portfolios	1552208783367	1552208784591	OK	 
REQUEST	15955		Get all portfolios	1552208783347	1552208784591	OK	 
REQUEST	16043		Get all portfolios	1552208783374	1552208784591	OK	 
REQUEST	15963		Get all portfolios	1552208783348	1552208784591	OK	 
REQUEST	16059		Get all portfolios	1552208783378	1552208784591	OK	 
REQUEST	15971		Get all portfolios	1552208783348	1552208784591	OK	 
REQUEST	15923		Get all portfolios	1552208783334	1552208784591	OK	 
REQUEST	16091		Get all portfolios	1552208783398	1552208784591	OK	 
REQUEST	15939		Get all portfolios	1552208783342	1552208784591	OK	 
REQUEST	15931		Get all portfolios	1552208783340	1552208784591	OK	 
REQUEST	16107		Get all portfolios	1552208783399	1552208784591	OK	 
REQUEST	16123		Get all portfolios	1552208783408	1552208784591	OK	 
REQUEST	15883		Get all portfolios	1552208783327	1552208784591	OK	 
REQUEST	16131		Get all portfolios	1552208783409	1552208784591	OK	 
REQUEST	16155		Get all portfolios	1552208783414	1552208784591	OK	 
REQUEST	16163		Get all portfolios	1552208783417	1552208784591	OK	 
REQUEST	16147		Get all portfolios	1552208783412	1552208784591	OK	 
REQUEST	16187		Get all portfolios	1552208783435	1552208784591	OK	 
REQUEST	16179		Get all portfolios	1552208783429	1552208784591	OK	 
REQUEST	16203		Get all portfolios	1552208783437	1552208784591	OK	 
REQUEST	16195		Get all portfolios	1552208783437	1552208784592	OK	 
REQUEST	15999		Get all portfolios	1552208783358	1552208784592	OK	 
REQUEST	16023		Get all portfolios	1552208783367	1552208784592	OK	 
REQUEST	16031		Get all portfolios	1552208783371	1552208784592	OK	 
REQUEST	16015		Get all portfolios	1552208783359	1552208784592	OK	 
REQUEST	16007		Get all portfolios	1552208783358	1552208784592	OK	 
REQUEST	15927		Get all portfolios	1552208783335	1552208784592	OK	 
REQUEST	16071		Get all portfolios	1552208783383	1552208784592	OK	 
REQUEST	16047		Get all portfolios	1552208783375	1552208784592	OK	 
REQUEST	16055		Get all portfolios	1552208783378	1552208784592	OK	 
REQUEST	16087		Get all portfolios	1552208783398	1552208784592	OK	 
REQUEST	16095		Get all portfolios	1552208783398	1552208784592	OK	 
REQUEST	16135		Get all portfolios	1552208783410	1552208784593	OK	 
REQUEST	16159		Get all portfolios	1552208783416	1552208784593	OK	 
REQUEST	16127		Get all portfolios	1552208783408	1552208784593	OK	 
REQUEST	16143		Get all portfolios	1552208783412	1552208784593	OK	 
REQUEST	16175		Get all portfolios	1552208783420	1552208784593	OK	 
REQUEST	16119		Get all portfolios	1552208783404	1552208784593	OK	 
REQUEST	16183		Get all portfolios	1552208783431	1552208784593	OK	 
REQUEST	15879		Get all portfolios	1552208783326	1552208784593	OK	 
REQUEST	16191		Get all portfolios	1552208783436	1552208784593	OK	 
REQUEST	13511		Get all portfolios	1552208782304	1552208784593	OK	 
REQUEST	16207		Get all portfolios	1552208783438	1552208784593	OK	 
REQUEST	16239		Get all portfolios	1552208783446	1552208784593	OK	 
REQUEST	16223		Get all portfolios	1552208783445	1552208784593	OK	 
REQUEST	16247		Get all portfolios	1552208783449	1552208784593	OK	 
REQUEST	15895		Get all portfolios	1552208783329	1552208784593	OK	 
REQUEST	16287		Get all portfolios	1552208783463	1552208784593	OK	 
REQUEST	16311		Get all portfolios	1552208783467	1552208784593	OK	 
REQUEST	16279		Get all portfolios	1552208783462	1552208784593	OK	 
REQUEST	16303		Get all portfolios	1552208783466	1552208784593	OK	 
REQUEST	16295		Get all portfolios	1552208783466	1552208784593	OK	 
REQUEST	16319		Get all portfolios	1552208783467	1552208784593	OK	 
REQUEST	16063		Get all portfolios	1552208783381	1552208784593	OK	 
REQUEST	16335		Get all portfolios	1552208783472	1552208784594	OK	 
REQUEST	16359		Get all portfolios	1552208783481	1552208784594	OK	 
REQUEST	16383		Get all portfolios	1552208783483	1552208784594	OK	 
REQUEST	16367		Get all portfolios	1552208783482	1552208784594	OK	 
REQUEST	16079		Get all portfolios	1552208783397	1552208784594	OK	 
REQUEST	16111		Get all portfolios	1552208783399	1552208784594	OK	 
REQUEST	16215		Get all portfolios	1552208783441	1552208784594	OK	 
REQUEST	16151		Get all portfolios	1552208783412	1552208784594	OK	 
REQUEST	16199		Get all portfolios	1552208783437	1552208784594	OK	 
REQUEST	16255		Get all portfolios	1552208783450	1552208784594	OK	 
REQUEST	16233		Get all portfolios	1552208783446	1552208784595	OK	 
REQUEST	16185		Get all portfolios	1552208783431	1552208784595	OK	 
REQUEST	16201		Get all portfolios	1552208783437	1552208784595	OK	 
REQUEST	16265		Get all portfolios	1552208783451	1552208784595	OK	 
REQUEST	16177		Get all portfolios	1552208783429	1552208784595	OK	 
REQUEST	16021		Get all portfolios	1552208783367	1552208784596	OK	 
REQUEST	15981		Get all portfolios	1552208783350	1552208784596	OK	 
REQUEST	16029		Get all portfolios	1552208783369	1552208784596	OK	 
REQUEST	15957		Get all portfolios	1552208783347	1552208784596	OK	 
REQUEST	16045		Get all portfolios	1552208783375	1552208784596	OK	 
REQUEST	16069		Get all portfolios	1552208783383	1552208784596	OK	 
REQUEST	16289		Get all portfolios	1552208783463	1552208784596	OK	 
REQUEST	16085		Get all portfolios	1552208783398	1552208784596	OK	 
REQUEST	16125		Get all portfolios	1552208783408	1552208784596	OK	 
REQUEST	16141		Get all portfolios	1552208783411	1552208784596	OK	 
REQUEST	16149		Get all portfolios	1552208783412	1552208784596	OK	 
REQUEST	16157		Get all portfolios	1552208783416	1552208784596	OK	 
REQUEST	16165		Get all portfolios	1552208783417	1552208784596	OK	 
REQUEST	16181		Get all portfolios	1552208783430	1552208784596	OK	 
REQUEST	16173		Get all portfolios	1552208783420	1552208784596	OK	 
REQUEST	15853		Get all portfolios	1552208783311	1552208784596	OK	 
REQUEST	16189		Get all portfolios	1552208783436	1552208784596	OK	 
REQUEST	16221		Get all portfolios	1552208783445	1552208784596	OK	 
REQUEST	16205		Get all portfolios	1552208783438	1552208784596	OK	 
REQUEST	16245		Get all portfolios	1552208783449	1552208784596	OK	 
REQUEST	16261		Get all portfolios	1552208783451	1552208784596	OK	 
REQUEST	16277		Get all portfolios	1552208783462	1552208784597	OK	 
REQUEST	15885		Get all portfolios	1552208783327	1552208784597	OK	 
REQUEST	16269		Get all portfolios	1552208783462	1552208784597	OK	 
REQUEST	16285		Get all portfolios	1552208783463	1552208784597	OK	 
REQUEST	16301		Get all portfolios	1552208783466	1552208784597	OK	 
REQUEST	16293		Get all portfolios	1552208783466	1552208784597	OK	 
REQUEST	16333		Get all portfolios	1552208783472	1552208784597	OK	 
REQUEST	16317		Get all portfolios	1552208783467	1552208784597	OK	 
REQUEST	16061		Get all portfolios	1552208783378	1552208784597	OK	 
REQUEST	16357		Get all portfolios	1552208783481	1552208784597	OK	 
REQUEST	16349		Get all portfolios	1552208783480	1552208784597	OK	 
REQUEST	16373		Get all portfolios	1552208783483	1552208784597	OK	 
REQUEST	16381		Get all portfolios	1552208783483	1552208784597	OK	 
REQUEST	16389		Get all portfolios	1552208783484	1552208784597	OK	 
REQUEST	16365		Get all portfolios	1552208783482	1552208784597	OK	 
REQUEST	16253		Get all portfolios	1552208783450	1552208784597	OK	 
REQUEST	16117		Get all portfolios	1552208783403	1552208784597	OK	 
REQUEST	16229		Get all portfolios	1552208783446	1552208784597	OK	 
REQUEST	16133		Get all portfolios	1552208783409	1552208784597	OK	 
REQUEST	16197		Get all portfolios	1552208783437	1552208784597	OK	 
REQUEST	16211		Get all portfolios	1552208783439	1552208784598	OK	 
REQUEST	15843		Get all portfolios	1552208783309	1552208784598	OK	 
REQUEST	13491		Get all portfolios	1552208782300	1552208784598	OK	 
REQUEST	16067		Get all portfolios	1552208783383	1552208784598	OK	 
REQUEST	16075		Get all portfolios	1552208783397	1552208784598	OK	 
REQUEST	16171		Get all portfolios	1552208783420	1552208784599	OK	 
REQUEST	16208		Get all portfolios	1552208783439	1552208784599	OK	 
REQUEST	16192		Get all portfolios	1552208783436	1552208784599	OK	 
REQUEST	16144		Get all portfolios	1552208783412	1552208784600	OK	 
REQUEST	16213		Get all portfolios	1552208783441	1552208784601	OK	 
REQUEST	16237		Get all portfolios	1552208783446	1552208784602	OK	 
REQUEST	16309		Get all portfolios	1552208783467	1552208784602	OK	 
REQUEST	16222		Get all portfolios	1552208783445	1552208784602	OK	 
REQUEST	16246		Get all portfolios	1552208783449	1552208784602	OK	 
REQUEST	16318		Get all portfolios	1552208783467	1552208784602	OK	 
REQUEST	16216		Get all portfolios	1552208783441	1552208784602	OK	 
REQUEST	16280		Get all portfolios	1552208783463	1552208784602	OK	 
REQUEST	16263		Get all portfolios	1552208783451	1552208784602	OK	 
REQUEST	16271		Get all portfolios	1552208783462	1552208784602	OK	 
REQUEST	16231		Get all portfolios	1552208783446	1552208784602	OK	 
REQUEST	16327		Get all portfolios	1552208783468	1552208784602	OK	 
REQUEST	16312		Get all portfolios	1552208783467	1552208784602	OK	 
USER	Get portfolios	18569	START	1552208784580	1552208784580
REQUEST	16174		Get all portfolios	1552208783420	1552208784603	OK	 
REQUEST	16278		Get all portfolios	1552208783462	1552208784604	OK	 
USER	Get portfolios	18570	START	1552208784603	1552208784603
REQUEST	16274		Get all portfolios	1552208783462	1552208784604	OK	 
REQUEST	16146		Get all portfolios	1552208783412	1552208784604	OK	 
USER	Get portfolios	18571	START	1552208784604	1552208784604
REQUEST	16292		Get all portfolios	1552208783466	1552208784604	OK	 
USER	Get portfolios	18572	START	1552208784604	1552208784604
REQUEST	16228		Get all portfolios	1552208783446	1552208784605	OK	 
REQUEST	16248		Get all portfolios	1552208783449	1552208784605	OK	 
USER	Get portfolios	18573	START	1552208784605	1552208784605
USER	Get portfolios	18574	START	1552208784606	1552208784606
USER	Get portfolios	18575	START	1552208784607	1552208784607
REQUEST	16167		Get all portfolios	1552208783418	1552208784609	OK	 
REQUEST	16342		Get all portfolios	1552208783474	1552208784609	OK	 
REQUEST	16353		Get all portfolios	1552208783480	1552208784609	OK	 
REQUEST	16089		Get all portfolios	1552208783398	1552208784610	OK	 
REQUEST	16082		Get all portfolios	1552208783397	1552208784610	OK	 
REQUEST	16375		Get all portfolios	1552208783483	1552208784612	OK	 
REQUEST	16377		Get all portfolios	1552208783483	1552208784612	OK	 
REQUEST	16360		Get all portfolios	1552208783481	1552208784613	OK	 
REQUEST	16348		Get all portfolios	1552208783480	1552208784613	OK	 
REQUEST	16094		Get all portfolios	1552208783398	1552208784614	OK	 
REQUEST	16380		Get all portfolios	1552208783483	1552208784614	OK	 
USER	Get portfolios	18576	START	1552208784608	1552208784608
REQUEST	16388		Get all portfolios	1552208783483	1552208784615	OK	 
USER	Get portfolios	18577	START	1552208784615	1552208784615
REQUEST	16356		Get all portfolios	1552208783481	1552208784616	OK	 
USER	Get portfolios	18578	START	1552208784616	1552208784616
USER	Get portfolios	18579	START	1552208784616	1552208784616
USER	Get portfolios	18580	START	1552208784616	1552208784616
USER	Get portfolios	18581	START	1552208784616	1552208784616
USER	Get portfolios	18582	START	1552208784617	1552208784617
REQUEST	16364		Get all portfolios	1552208783482	1552208784617	OK	 
USER	Get portfolios	18583	START	1552208784617	1552208784617
REQUEST	16372		Get all portfolios	1552208783482	1552208784618	OK	 
